frame,fps,frame_time_ms,detection_time_ms
82,,7.842400002118666,7.83660000161035
83,,8.121499999106163,8.115900000120746
84,,8.427700002357597,8.42190000184928
85,,8.651399999507703,8.645800000522286
86,,8.638299997983268,8.632400000351481
87,,8.01810000120895,8.011199999600649
88,,8.176299998012837,8.170499997504521
89,,8.083199998509372,8.077700000285404
90,,8.19210000190651,8.187100000213832
91,,8.245700002589729,8.240099999966333
92,,7.605599999806145,7.600699998874916
93,,4.633799999282928,4.628700000466779
94,,4.081200000655372,4.075499997270526
95,,4.308299998228904,4.302999997889856
96,,3.917300000466639,3.9127999989432283
97,,4.208199999993667,4.203199998300988
98,,4.203499996947357,4.1988000011770055
99,,4.078000001754845,4.073299998708535
100,,4.443300000275485,4.437499999767169
101,,3.996200000983663,3.990899997006636
102,,4.294000002118992,4.288699998141965
103,,5.079499998828396,5.07379999908153
104,,8.703999999852385,8.696299999428447
105,,7.084000000759261,7.078599999658763
106,,8.033999998588115,7.844499999919208
107,,4.070900002261624,4.066199999215314
108,,4.329300001700176,4.3191000004298985
109,,4.2098999983863905,4.204500000923872
110,,4.67930000013439,4.6734000025026035
111,,6.890900000144029,6.885599999804981
112,,4.915099998470396,4.910399999062065
113,,4.1299000004073605,4.1252999981225
114,,4.1282999991381075,4.123200000321958
115,,4.191600000922335,4.187200000160374
116,,4.173099998297403,4.168399998889072
117,,4.089300000487128,4.084799998963717
118,,4.1678000015963335,4.163300000072923
119,,4.140499997447478,4.135600000154227
120,,4.201700001431163,4.197000002022833
121,,5.0808999985747505,5.076400000689318
122,,7.522600000811508,7.518200000049546
123,,3.8168999999470543,3.812099999777274
124,,4.3231000017840415,4.318800001783529
125,,4.100600002857391,4.096399999980349
126,,4.102200000488665,4.098199999134522
127,,4.160799999226583,4.156800001510419
128,,4.103299997950671,4.099400000995956
129,,4.074899999977788,4.070700000738725
130,,4.1324000012537,4.128000000491738
131,,5.283499998768093,5.135100000188686
132,,7.228800001030322,7.224299999506911
133,,4.284299997380003,4.279799999494571
134,,4.05989999853773,4.055599998537218
135,,4.299700001865858,4.295700000511715
136,,4.14219999947818,4.138000000239117
137,,3.9963000017451122,3.9919000009831507
138,,4.271699999662815,4.267299998900853
139,,4.19529999999213,4.190999999991618
140,,4.024900001240894,4.020899999886751
141,,5.09760000204551,5.093499999929918
142,,7.511300002079224,7.506900001317263
143,,4.258099997969111,4.254299998137867
144,,4.04789999811328,4.043500000989297
145,,4.414600000018254,4.410200002894271
146,,4.029800002172124,4.025700000056531
147,,4.188599999906728,4.184899997198954
148,,3.9842000005592126,3.9803999970899895
149,,4.3031999994127546,4.298899999412242
150,,4.282699999748729,4.278099997463869
151,,4.842800000915304,4.838299999391893
152,,7.3712000012164935,7.366900001215981
153,,4.253600000083679,4.249300000083167
154,,4.151299999648472,4.147200001170859
155,,4.249699999490986,4.244600000674836
156,,4.354400000011083,4.35020000077202
157,,3.8954000010562595,3.891199998179218
158,,4.19300000066869,4.188499999145279
159,,4.100199999811593,4.095700001926161
160,,4.252400001860224,4.248099998221733
161,,4.055800000060117,4.051700001582503
162,,5.2264000005379785,5.221999999776017
163,,7.031799999822397,7.027499999821885
164,,4.3863999999302905,4.382200000691228
165,,4.304299996874761,4.300099997635698
166,,3.8674000024911948,3.863000001729233
167,,4.212899999401998,4.208199999993667
168,,4.518300000199815,4.514100000960752
169,,3.889200001140125,3.884900001139613
170,,4.120699999475619,4.116399999475107
171,,4.119699999137083,4.1156000006594695
172,,5.156399998668348,5.1525000017136335
173,,6.972200000745943,6.967600002099061
174,,4.349000002548564,4.3447999996715225
175,,4.295500002626795,4.291699999157572
176,,4.114700001082383,4.11050000184332
177,,4.057999998622108,4.053799999383045
178,,4.121900001337053,4.11770000209799
179,,4.339999999501742,4.335900001024129
180,,4.0805999997246545,4.076200002600672
181,,4.404699997394346,4.400499998155283
182,,4.894800000329269,4.890600001090206
183,,7.5017999988631345,7.497000002331333
184,,4.176500002358807,4.171799999312498
185,,3.9428000018233433,3.938199999538483
186,,4.181199998129159,4.176999998890096
187,,4.326400001446018,4.310500000428874
188,,4.113899998628767,4.110099998797523
189,,4.070700000738725,4.064400000061141
190,,4.76889999845298,4.763699998875381
191,,3.8253999991866294,3.8208999976632185
192,,3.95109999954002,3.9465000008931383
193,,5.11489999917103,5.110699999931967
194,,7.137100001273211,7.132499998988351
195,,4.3379000017012,4.333699998824159
196,,4.2384999978821725,4.234700001688907
197,,4.089399997610599,4.085299999132985
198,,4.303500001697103,4.299799998989329
199,,4.100099999050144,4.096399999980349
200,,4.107500000827713,4.103299997950671
201,,4.3513999989954755,4.346900001110043
202,,4.739500000141561,4.735300000902498
203,,3.133099999104161,3.129199998511467
204,,4.520899998169625,4.516699998930562
205,,4.145300001255237,4.141500001423992
206,,4.163500001595821,4.159399999480229
207,,4.089500002010027,4.085200002009515
208,,4.393999999592779,4.389599998830818
209,,4.025300000648713,4.0213000029325485
210,,4.112599999643862,4.109000001335517
211,,4.104299998289207,4.1005000020959415
212,,4.439000000274973,4.434700000274461
213,,4.268600001523737,4.264399998646695
214,,4.518099998676917,4.513500000030035
215,,3.630000002885936,3.6257000028854236
216,,4.0789999984554015,4.075000000739237
217,,4.090499998710584,4.0866999988793395
218,,4.027899998618523,4.023299999971641
219,,4.132500002015149,4.128399999899557
220,,4.1185000009136274,4.114500003197463
221,,4.262699996615993,4.258699998899829
222,,4.101800001080846,4.098199999134522
223,,4.416700001456775,4.4120999991719145
224,,4.190900002868148,4.186699999991106
225,,4.210099999909289,4.206099998555146
226,,4.144099999393802,4.140100001677638
227,,4.009399999631569,4.005200000392506
228,,4.151000001002103,4.146700001001591
229,,4.1132000005745795,4.109399997105356
230,,4.185900001175469,4.181599997536978
231,,4.30659999983618,4.302699999243487
232,,4.0103999999701045,4.006499999377411
233,,4.141900000831811,4.138100001000566
234,,4.245699998136843,4.241199996613432
235,,4.511299997830065,4.506799999944633
236,,4.490200000873301,4.48580000011134
237,,3.6181999967084266,3.6134000001766253
238,,3.841399997327244,3.8368000023183413
239,,4.251199999998789,4.247100001521176
240,,4.061499999806983,4.057800000737188
241,,4.448199997568736,4.444100002729101
242,,4.099999998288695,4.095799999049632
243,,4.147900002863025,4.143199999816716
244,,4.264999999577412,4.260199999407632
245,,4.133399997954257,4.128399999899557
246,,4.669800000556279,4.6645999973407015
247,,4.4060000000172295,4.401199999847449
248,,7.294400002137991,7.290000001376029
249,,4.218199999741046,4.213500000332715
250,,4.121699999814155,4.117299999052193
251,,4.183900000498397,4.179600000497885
252,,4.147300001932308,4.143199999816716
253,,4.0913000011642,4.087500001332955
254,,4.222500003379537,4.218599999148864
255,,4.179400002612965,4.1751999997359235
256,,4.405299998325063,4.400999998324551
257,,4.108999997697538,4.104499999812106
258,,4.859200002101716,4.855000002862653
259,,3.635799999756273,3.630499999417225
260,,4.104799998458475,4.097900000488153
261,,4.179900002782233,4.174999998213025
262,,4.064400000061141,4.05980000141426
263,,3.9604999983566813,3.956500000640517
264,,4.099199999473058,4.095299998880364
265,,4.178200000751531,4.174199999397388
266,,4.165299997112015,4.161100001510931
267,,4.134700000577141,4.130900000745896
268,,4.06700000166893,4.062899999553338
269,,5.006300001696218,5.002499998226995
270,,3.2799000000522938,3.2757999979367014
271,,4.19799999872339,4.194299999653595
272,,4.169000003457768,4.165199999988545
273,,4.1674999993119854,4.16399999812711
274,,4.134299997531343,4.130900000745896
275,,4.226400000334252,4.222999999910826
276,,4.149299998971401,4.145400002016686
277,,4.095000000233995,4.090000002179295
278,,4.48310000138008,4.4789000021410175
279,,3.8080000012996607,3.8038999991840683
280,,5.281300000206102,5.2773000024899375
281,,2.9229000028863084,2.9187000000092667
282,,4.196400001092115,4.192500000499422
283,,4.38189999840688,4.377500001282897
284,,4.429100001289044,4.424800001288531
285,,4.109599998628255,4.105300002265722
286,,4.049400002259063,4.045699999551289
287,,4.137500000069849,4.133100002945866
288,,4.1995999999926426,4.195699999399949
289,,4.083600000740262,4.079899998032488
290,,4.20500000109314,4.201099996862467
291,,4.8480000004929025,4.8439999991387594
292,,3.6494999985734466,3.645400000095833
293,,4.061200001160614,4.0573000005679205
294,,3.9919000009831507,3.987800002505537
295,,4.0536000014981255,4.049799998028902
296,,4.209900002024369,4.206300000078045
297,,4.290299999411218,4.286400002456503
298,,4.130400000576628,4.126299998461036
299,,4.0520000002288725,4.048099999636179
300,,4.203199998300988,4.198900001938455
301,,4.418599997734418,4.414099999848986
302,,3.867899999022484,3.86399999842979
303,,5.035899997892557,5.0319000001763925
304,,3.3619999994698446,3.3580000017536804
305,,3.9930999992066063,3.9894000001368113
306,,4.1922000018530525,4.188499999145279
307,,4.041499996674247,4.037799997604452
308,,4.453100002137944,4.44939999943017
309,,4.06719999955385,4.063399999722606
310,,4.034100002172636,4.030199997941963
311,,4.128800002945354,4.124799997953232
312,,4.321399999753339,4.3170000026293565
313,,4.0402999984507915,4.036199999973178
314,,4.8790000000735745,4.875199996604351
315,,3.6249000004318077,3.6206000004312955
316,,4.177899998467183,4.173999997874489
317,,3.93160000021453,3.927600002498366
318,,4.164899997704197,4.161299999395851
319,,4.140599998208927,4.136799998377683
320,,4.1918999995687045,4.18809999973746
321,,4.08400000014808,4.080000002431916
322,,4.254499999660766,4.250300000421703
323,,4.358499998488696,4.354200002126163
324,,3.968900000472786,3.9648000019951724
325,,4.919499999232357,4.915700003039092
326,,3.510499998810701,3.506500001094537
327,,4.380599999421975,4.376200002297992
328,,3.7623999996867497,3.758300001209136
329,,4.096500000741798,4.092499999387655
330,,4.8569999999017455,4.852500002016313
331,,4.076000001077773,4.0712999980314635
332,,3.8490000006277114,3.844299997581402
333,,4.254899999068584,4.249499997968087
334,,4.343799999332987,4.3383999982324895
335,,4.322500000853324,4.317500002798624
336,,4.844600000069477,4.605900001479313
337,,3.428600000916049,3.4230999990541022
338,,4.230899998219684,4.225100001349347
339,,4.149000000325032,4.143699999985984
340,,4.114700001082383,4.109599998628255
341,,4.13720000142348,4.1323000004922505
342,,4.206999998132233,4.201799998554634
343,,4.14699999964796,4.141500001423992
344,,4.184499997791136,4.179299998213537
345,,4.135800001677126,4.130799999984447
346,,4.095899999811081,4.089899997779867
347,,4.25589999940712,4.251000002113869
348,,4.7121000025072135,4.707599997345824
349,,3.5926999989897013,3.5869999992428347
350,,4.1539999983797316,4.148500000155764
351,,4.293999998481013,4.288299998734146
352,,4.058999998960644,4.053900000144495
353,,4.473799999686889,4.468399998586392
354,,3.868699997838121,3.8633000003756024
355,,4.181399999652058,4.175899997790111
356,,4.131000001507346,4.1252999981225
357,,4.172199998720316,4.166399998212
358,,4.813100000319537,4.80759999845759
359,,8.318899999721907,8.31319999997504
360,,3.4863000000768807,3.481100000499282
361,,4.347500002040761,4.342000000178814
362,,3.968700002587866,3.9633000014873687
363,,4.149099997448502,4.144399998040171
364,,4.247199998644646,4.241700000420678
365,,4.007100000308128,4.001699999207631
366,,4.145099999732338,4.140000000916189
367,,4.17629999719793,4.170899999735411
368,,4.174199999397388,4.16879999829689
369,,4.71819999802392,4.712499998277053
370,,3.9789000002201647,3.9735999998811167
371,,3.947700002754573,3.9419999993697274
372,,4.0243999974336475,4.018999999971129
373,,4.027999999379972,4.022699999040924
374,,3.864600002998486,3.8597000020672567
375,,4.593499998009065,4.588800002238713
376,,3.8322999971569516,3.8275000006251503
377,,4.05269999828306,4.048499999043997
378,,4.202399999485351,4.19799999872339
379,,4.1805000000749715,4.176000002189539
380,,4.329999999754364,4.324900000938214
381,,4.9490000019432046,4.944399999658344
382,,3.113599999778671,3.1091999990167096
383,,4.380099999252707,4.375600001367275
384,,4.152900000917725,4.148899999563582
385,,3.9948000012373086,3.9906000019982457
386,,4.351599996880395,4.346500001702225
387,,4.021799999463838,4.016400002001319
388,,4.12289999803761,4.118900000321446
389,,4.128000000491738,4.123900002014125
390,,4.643800002668286,4.638499998691259
391,,3.8026000001991633,3.7980999986757524
392,,4.325199999584584,4.320699998061173
393,,4.187500002444722,4.182000000582775
394,,4.731600001832703,4.725999999209307
395,,3.3476999997219536,3.3425999972678255
396,,4.363700001704274,4.358900001534494
397,,4.120699999475619,4.115899999305839
398,,4.103399998712121,4.098199999134522
399,,4.239800000505056,4.234399999404559
400,,4.09370000124909,4.088100002263673
401,,4.063100001076236,4.058700000314275
402,,4.176599999482278,4.172099997958867
403,,4.15419999990263,4.116000000067288
404,,4.7868000001471955,4.782199997862335
405,,3.866099999868311,3.861900000629248
406,,3.860600001644343,3.8562000008823816
407,,4.231999999319669,4.227499997796258
408,,3.950099999201484,3.9461999986087903
409,,4.252300001098774,4.248700002790429
410,,4.0389999994658865,4.0353000003960915
411,,4.130900000745896,4.127300002437551
412,,4.128200002014637,4.124899998714682
413,,4.319700001360616,4.315500002121553
414,,3.889399999025045,3.885199999785982
415,,5.077099998743506,5.072899999504443
416,,3.6084000021219254,3.604499997891253
417,,4.218199999741046,4.2138999997405335
418,,3.91959999979008,3.9155000013124663
419,,4.1715000006661285,4.167699997196905
420,,4.120099998544902,4.116300002351636
421,,4.095199998118915,4.091800001333468
422,,4.245899999659741,4.242099999828497
423,,4.104499999812106,4.101000002265209
424,,4.3631000007735565,4.358700000011595
425,,4.300399999920046,4.296099999919534
426,,4.0426999985356815,4.038600000058068
427,,4.728899999463465,4.724100002931664
428,,3.521599999658065,3.5171999988961034
429,,4.332099997554906,4.327999999077292
430,,4.09149999904912,4.087599998456426
431,,4.014999998616986,4.011000000900822
432,,4.183700002613477,4.179999999905704
433,,4.133899998123525,4.13009999829228
434,,4.143300000578165,4.139299999224022
435,,4.174700003204634,4.170699998212513
436,,4.114399998798035,4.1103000003204215
437,,4.954200001520803,4.950400001689559
438,,3.522200000588782,3.5180999984731898
439,,3.855199996905867,3.851199999189703
440,,4.379500001959968,4.375699998490745
441,,4.220699996949406,4.2164999977103435
442,,4.1066000012506265,4.102400002011564
443,,4.104899999219924,4.101000002265209
444,,4.158399999141693,4.154400001425529
445,,4.172400000243215,4.1682999981276225
446,,4.228599998896243,4.224299998895731
447,,4.125999999814667,4.121900001337053
448,,4.515299999184208,4.511300001468044
449,,4.505200002313359,4.501600000367034
450,,3.598499999498017,3.5940999987360556
451,,3.7156999969738536,3.711900000780588
452,,4.3574999981501605,4.353500000433996
453,,4.163399997196393,4.159500000241678
454,,4.291699999157572,4.287899999326328
455,,4.518199999438366,4.5144000032451
456,,3.7650000012945384,3.7611000007018447
457,,4.208800000924384,4.20509999821661
458,,4.163699999480741,4.1596000010031275
459,,4.032699998788303,4.028799998195609
460,,4.180299998552073,4.17609999931301
461,,4.246600001351908,4.2415000025357585
462,,4.452000001037959,4.447300001629628
463,,3.8515999985975213,3.8471000007120892
464,,4.4239999988349155,4.419699998834403
465,,3.984799997851951,3.980599998612888
466,,4.20980000126292,4.206000001431676
467,,3.8899000028322916,3.886200000124518
468,,4.27029999991646,4.266500000085216
469,,4.065799999807496,4.061999999976251
470,,4.150000000663567,4.146399998717243
471,,4.607099999702768,4.6029000004637055
472,,3.7934000029054005,3.7892999971518293
473,,4.400799996801652,4.396899999846937
474,,4.04530000014347,4.041100000904407
475,,4.072100000485079,4.068300000653835
476,,4.256299998814939,4.251999998814426
477,,4.103299997950671,4.099199999473058
478,,5.106299999170005,5.102099999930942
479,,3.399500001250999,3.395499999896856
480,,3.9051999992807396,3.9010000000416767
481,,4.4875999992655125,4.48340000002645
482,,3.972400001657661,3.9683000031800475
483,,4.022500001156004,4.0189000028476585
484,,4.364300002634991,4.35980000111158
485,,4.157299998041708,4.152400000748457
486,,5.037400002038339,5.032800003391458
487,,3.513699997711228,3.5083000002487097
488,,4.056099998706486,4.050899999128887
489,,4.426200001034886,4.421300000103656
490,,4.086700002517318,4.08170000082464
491,,3.9059999980963767,3.9012000015645754
492,,4.047399997944012,4.043199998704949
493,,4.148799998802133,4.145099999732338
494,,4.032400000141934,4.028600000310689
495,,4.285299997718539,4.2815000015252735
496,,4.150000000663567,4.145999999309424
497,,4.931799998303177,4.927699999825563
498,,3.5019000024476554,3.4975999988091644
499,,4.0332000025955494,4.028999999718508
500,,4.078800000570482,4.074699998454889
501,,4.2155000010097865,4.211100000247825
502,,4.536299999017501,4.53170000037062
503,,3.8788999991083983,3.874599999107886
504,,4.082700001163175,4.078699999809032
505,,4.13960000150837,4.135400002269307
506,,4.192599997622892,4.188599999906728
507,,4.18550000176765,4.181400003290037
508,,4.0622999986226205,4.058099999383558
509,,4.972799997631228,4.968699999153614
510,,3.582499997719424,3.5783999992418103
511,,3.776300000026822,3.7718999992648605
512,,4.408599997987039,4.404499999509426
513,,4.005800001323223,4.00179999996908
514,,4.313500001444481,4.309500000090338
515,,4.065400000399677,4.061299998284085
516,,4.291400000511203,4.287700001441408
517,,3.993599999375874,3.9900000010675285
518,,4.240700000082143,4.23640000008163
519,,4.071700001077261,4.067699999723118
520,,5.011900000681635,5.007900002965471
521,,3.6497000000963453,3.6456000016187318
522,,4.038899998704437,4.034899997350294
523,,4.135600000154227,4.131700003199512
524,,3.9584000005561393,3.9544999999634456
525,,4.100499998457963,4.096600001503248
526,,4.625800000212621,4.621500000212109
527,,3.8836999992781784,3.8795000000391155
528,,4.2021999979624525,4.197900001599919
529,,4.152499997871928,4.148700001678662
530,,4.335199999331962,4.331200001615798
531,,4.717700001492631,4.713800000899937
532,,3.585800001019379,3.5819000004266854
533,,3.7919999995210674,3.7879999981669243
534,,4.30670000059763,4.302800000004936
535,,4.1252999981225,4.121199999644887
536,,4.175800000666641,4.172100001596846
537,,4.216699999233242,4.212699997879099
538,,4.174300000158837,4.170399999566143
539,,4.079899998032488,4.076199998962693
540,,4.431899997143773,4.4280000001890585
541,,4.051199997775257,4.046999998536194
542,,4.090200000064215,4.086100001586601
543,,4.9739000023691915,4.970400001184316
544,,3.5637000000861008,3.559600001608487
545,,4.062500000145519,4.058499998791376
546,,4.085600001417333,4.081199997017393
547,,4.0023999972618185,3.998299998784205
548,,4.095500000403263,4.091400001925649
549,,4.246099997544661,4.241799997544149
550,,4.50260000070557,4.497400001127971
551,,3.8948000001255423,3.8907999987713993
552,,4.339799997978844,4.335900001024129
553,,4.157100000156788,4.152999998041196
554,,4.881199998635566,4.876900002273032
555,,3.5352999984752387,3.530900001351256
556,,4.035999998450279,4.031799999211216
557,,4.055900000821566,4.0520000002288725
558,,4.077900000993395,4.074099997524172
559,,4.117699998460012,4.114200000913115
560,,4.2254999971191864,4.221899998810841
561,,4.11329999769805,4.109599998628255
562,,4.143400001339614,4.139900000154739
563,,4.785700002685189,4.78080000175396
564,,3.7249999986670446,3.7202000021352433
565,,4.893300003459444,4.888200001005316
566,,3.789499998674728,3.7824999999429565
567,,4.081999999471009,4.076400000485592
568,,4.1722999994817656,4.168400002527051
569,,3.8026000001991633,3.7986999996064696
570,,4.266899999493035,4.262999998900341
571,,4.078399997524684,4.074500000569969
572,,4.180600000836421,4.177000002528075
573,,4.138000000239117,4.134599999815691
574,,4.3680999988282565,4.362600000604289
575,,4.120199999306351,4.115200001251651
576,,4.7900000026857015,4.550599998765392
577,,3.570400000171503,3.5664999995788094
578,,4.086199998710072,4.0822000009939075
579,,4.04770000022836,4.044000001158565
580,,4.126499999983935,4.122900001675589
581,,4.117500000575092,4.113599999982398
582,,4.332500000600703,4.328700000769459
583,,4.006899998785229,4.002999998192536
584,,4.291199998988304,4.28700000338722
585,,4.157600000326056,4.1531999995640945
586,,4.227000001264969,4.222299998218659
587,,4.077300000062678,4.072400002769427
588,,4.150500000832835,4.146700001001591
589,,4.180299998552073,4.176300000835909
590,,4.098700002941769,4.094400002941256
591,,5.0228000000061,5.018500000005588
592,,3.479500002868008,3.475299999990966
593,,3.961600003094645,3.957499997341074
594,,4.364899999927729,4.360899998573586
595,,4.041100000904407,4.037099999550264
596,,4.064500000822591,4.0605000031064264
597,,4.2685000007622875,4.264400002284674
598,,4.114700001082383,4.1103000003204215
599,,4.249300000083167,4.245000000082655
600,,4.055299999890849,4.051200001413235
601,,4.220099999656668,4.216000001179054
602,,4.2595000013534445,4.254999999830034
603,,4.773700002260739,4.7701000003144145
604,,3.555900002538692,3.5517000032996293
605,,3.9690999983577058,3.964899999118643
606,,4.058300000906456,4.054399996675784
607,,4.153000001679175,4.149499996856321
608,,4.48310000138008,4.479299997910857
609,,3.84459999986575,3.8403000035032164
610,,4.514399999607122,4.510599999775877
611,,3.9574000002176035,3.95330000173999
612,,4.145099999732338,4.141100002016174
613,,4.257299999153474,4.253000002790941
614,,4.86079999973299,4.856700001255376
615,,3.5624999982246663,3.5575000001699664
616,,4.079599999386119,4.075599998031976
617,,4.090499998710584,4.086499997356441
618,,4.069800001161639,4.065699999046046
619,,4.1249000023526605,4.120700003113598
620,,4.447999999683816,4.443699999683304
621,,3.9665999975113664,3.962499999033753
622,,4.210799997963477,4.206599998724414
623,,4.272499998478452,4.2681999984779395
624,,4.037200000311714,4.032900000311201
625,,4.874300000665244,4.870099997788202
626,,3.567200001270976,3.5630999991553836
627,,4.1841999991447665,4.179999999905704
628,,4.4337999970593955,4.429299999173963
629,,3.946400000131689,3.9418000014848076
630,,4.143499998463085,4.138600001169834
631,,4.368300000351155,4.363699998066295
632,,3.9861999975983053,3.981299996667076
633,,4.348900001787115,4.341399999248097
634,,4.4372000011208,4.4316999992588535
635,,4.023299999971641,4.017399998701876
636,,4.142500001762528,4.137100000662031
637,,4.631399999198038,4.626599999028258
638,,3.6395999995875172,3.634800003055716
639,,4.2317000006733,4.22679999974207
640,,4.371399998490233,4.366199998912634
641,,3.9137000021582935,3.9085999997041654
642,,4.218300000502495,4.212699997879099
643,,4.1324000012537,4.126800002268283
644,,4.24149999889778,4.235500000504544
645,,4.138399999646936,4.13249999837717
646,,4.212499999994179,4.206600002362393
647,,4.573300000629388,4.567199997836724
648,,4.220899998472305,4.214900000079069
649,,4.2518000009295065,4.246600001351908
650,,3.6967000014556106,3.6913000003551133
651,,4.087699999217875,4.0822000009939075
652,,3.9901999989524484,3.9855000031820964
653,,4.30929999856744,4.303999998228392
654,,3.999900000053458,3.9949999991222285
655,,4.178900002443697,4.173299999820301
656,,4.2192000000795815,4.213299998809816
657,,4.217999998218147,4.211999999824911
658,,4.356400000688154,4.350499999418389
659,,4.580099997838261,4.574200000206474
660,,3.491899999062298,3.4873000004154164
661,,4.204400000162423,4.199500002869172
662,,4.163600002357271,4.158200001256773
663,,4.291100001864834,4.285700000764336
664,,3.8620000013906974,3.8562000008823816
665,,4.2893999998341314,4.2840999994950835
666,,4.074499996931991,4.068999998708023
667,,4.171600001427578,4.166700000496348
668,,4.258199998730561,4.252499998983694
669,,4.044700002850732,4.039200000988785
670,,4.199200000584824,4.194299999653595
671,,4.6644000030937605,4.659200003516162
672,,3.350700000737561,3.3460999984527007
673,,4.220200000418117,4.216099998302525
674,,4.084899999725167,4.080300001078285
675,,4.162799999903655,4.158200001256773
676,,4.221799998049391,4.216400000586873
677,,4.131400000915164,4.126600000745384
678,,4.217699999571778,4.213399999571266
679,,4.024400001071626,4.020200001832563
680,,4.313400000683032,4.308300001866883
681,,4.324800000176765,4.319800002122065
682,,4.803100000572158,4.79780000023311
683,,3.741300002729986,3.7365999996836763
684,,3.7900000024819747,3.7854000001971144
685,,3.9310000029217917,3.9266999992833007
686,,4.299600001104409,4.295200000342447
687,,4.1449999989708886,4.128100001253188
688,,4.034599998703925,4.030299998703413
689,,4.214199998386903,4.20999999914784
690,,4.275799998140428,4.271300000254996
